sample,score,fault,predicted_fault
789,8.085952701001908,0,0
790,1.4751217644173218,0,0
791,6.428550051474974,0,0
792,4.859108080905799,0,0
793,6.444136698549063,0,0
794,0.35903311909551666,0,0
795,4.807269297750495,0,0
796,2.4833333895017136,0,0
797,0.3759839102272749,0,0
798,0.8858332481609635,0,0
799,0.31240116537417567,0,0
800,0.35543950009770525,0,0
801,4.181464958931236,0,0
802,3.687607317588431,0,0
803,5.406534809081897,0,0
804,2.4788385335547582,0,0
805,1.949422636866732,0,0
806,5.0528270507775215,0,0
807,2.3809388586256413,0,0
808,2.1956237023001486,0,0
809,1.6996511917533914,0,0
810,0.7444029355448055,0,0
811,0.26820516689480806,0,0
812,1.7791129291719001,0,0
813,5.567646245968749,0,0
814,3.4388614075243864,0,0
815,3.7942572792286953,0,0
816,2.542036977085358,0,0
817,1.2144544858569877,0,0
818,5.398624117800741,0,0
819,5.227876617135551,0,0
820,2.2486628650484066,0,0
821,1.7458292862589582,0,0
822,0.7818898287421246,0,0
823,0.30650730725779485,0,0
824,1.6423116015504997,0,0
825,0.7454252098096393,0,0
826,4.339603375491238,0,0
827,5.590917001231573,0,0
828,9.107920094192222,0,0
829,0.6686224820939464,0,0
830,0.6272453374344776,0,0
831,0.8490169515186962,0,0
832,2.228231885031772,0,0
833,4.703469735237472,0,0
834,6.090895338033831,0,0
835,0.427763975146819,0,0
836,0.6715426256008885,0,0
837,6.080530731170123,0,0
838,0.8971449726682102,0,0
839,0.43685790018628196,0,0
840,1.0229685810133553,0,0
841,0.3324667249739074,0,0
842,0.635287182073443,0,0
843,0.29289249276302176,0,0
844,2.7185381855793307,0,0
845,0.3101491618099307,0,0
846,2.0755422161267973,0,0
847,4.706344828821691,0,0
848,6.3474556019799895,0,0
849,0.2255156893395149,0,0
850,3.6014939436114535,0,0
851,7.844504079871965,0,0
852,0.5772625597269714,0,0
853,5.8174860301556075,0,0
854,3.841816694669696,0,0
855,5.950897558384895,0,0
856,1.8493542402153875,0,0
857,2.017734262911885,0,0
858,1.5750786515943087,0,0
859,0.15163445304700235,0,0
860,0.44995790115704143,0,0
861,0.20979631154946202,0,0
862,2.4573434458912153,0,0
863,0.35656313967235825,0,0
864,4.9659258576632626,0,0
865,5.938301749480272,0,0
866,1.2358500071436114,0,0
867,1.7971903184194813,0,0
868,3.059126243386965,0,0
869,5.486712173328829,0,0
870,4.3909744320834525,0,0
871,0.2336523184266206,0,0
872,6.221418909969521,0,0
873,1.6016707828234917,0,0
874,0.6966712554958041,0,0
875,0.5964577436656926,1,0
876,0.4053446497183477,1,0
877,1.2719163156517959,1,0
878,2.074161878930962,1,0
879,0.6586255283042612,1,0
880,4.764575203478087,1,0
881,0.37133799563262426,1,0
882,2.93666591342588,1,0
883,1.621846581277697,1,0
884,2.4706500637001567,1,0
885,4.412800689926034,1,0
886,1.9415582904951194,1,0
887,0.6521950570509314,1,0
888,0.488484440039515,1,0
889,2.177885603112251,1,0
890,0.8268024344922931,1,0
891,1.0986454053084338,1,0
892,1.3244917478718736,1,0
893,0.952214336701587,1,0
894,2.430784231873519,1,0
895,4.112512226343456,1,0
896,5.76746948028404,1,0
897,2.6488566457430838,1,0
898,5.72291753069816,1,0
899,2.034060043360754,1,0
900,1.2475308777788634,1,0
901,4.79871273058905,1,0
902,0.6087573777855007,1,0
903,2.0365579521940553,1,0
904,1.4880239701143372,1,0
905,2.5649304979485086,1,0
906,9.266545661549824,1,0
907,0.6542188084129632,1,0
908,3.1040923218753624,1,0
909,8.412065474956323,1,0
910,4.426232302100939,1,0
911,3.408722338630539,1,0
912,5.4254782779163,1,0
913,0.5043898220942352,1,0
914,8.233763748259962,1,0
915,1.972346092448304,1,0
916,5.037965592626001,1,0
917,1.8305858713995473,1,0
918,0.5556805764230951,1,0
919,6.430212772579257,1,0
920,4.874581186894548,1,0
921,0.5340321533638084,1,0
922,3.749573068826491,1,0
923,0.6594864370596778,1,0
924,0.81377508329406,1,0
925,2.720861728466605,1,0
926,3.421976911972557,1,0
927,2.238447622199439,1,0
928,1.0389531211940481,1,0
929,1.7103597559706034,1,0
930,1.8578639418616087,1,0
931,1.165282882270695,1,0
932,2.070380288914876,1,0
933,2.4715444299504528,1,0
934,5.2399151072986605,1,0
935,7.05060692922429,1,0
936,0.939666871387607,1,0
937,2.0679032892391236,1,0
938,7.73514849046353,1,0
939,1.4156335983448873,1,0
940,5.8288285587053235,1,0
941,6.468412774853137,1,0
942,2.1801496091379104,1,0
943,1.8771208847724772,1,0
944,3.0068824127664042,1,0
945,4.324619087736052,1,0
946,0.29067179759038875,1,0
947,0.5872781475490116,1,0
948,5.28386461456688,1,0
949,2.0007691959553986,1,0
950,0.8304502567006328,1,0
951,0.3386953040223105,1,0
952,0.9277697965274359,1,0
953,0.4056431642870053,1,0
